,HOURLYVISIBILITY,HOURLYWindSpeed,HOURLYPrecip,HOURLYRelativeHumidity,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYStationPressure,HOURLYSeaLevelPressure,HOURLYAltimeterSetting,HOURLYWindDirectionSin,HOURLYWindDirectionCos,HOURLYPressureTendencyIncr,HOURLYPressureTendencyDecr,HOURLYPressureTendencyCons,year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
9348,8.0,5.0,0.0,84.0,62.0,59.0,57.0,29.98,30.01,30.0,-0.984808,-0.173648,1,0,0,2013,5,10,736,-3,826,-15,EV,N14953,3822,EWR,BDL,25,116,7,36
9349,10.0,16.0,0.0,51.0,52.0,44.0,34.0,29.93,29.96,29.95,-0.642788,-0.766044,0,1,0,2013,10,26,2121,21,3,9,UA,N39415,1692,EWR,MCO,137,937,21,21
9350,10.0,11.0,0.0,62.0,38.0,33.0,26.0,29.84,29.86,29.86,-0.766044,0.642788,0,1,0,2013,1,1,1400,0,1634,-2,DL,N6704Z,2247,LGA,ATL,130,762,14,0
9351,10.0,13.0,0.0,50.0,46.0,39.0,28.0,29.55,29.57,29.57,-0.939693,0.34202,0,1,0,2013,2,28,1824,4,2135,-15,AA,N3JKAA,119,EWR,LAX,315,2454,18,24
9352,1.5,9.0,0.0,97.0,52.0,51.0,51.0,30.05,30.08,30.07,-0.984808,-0.173648,1,0,0,2013,1,14,1053,-7,1412,-13,UA,N557UA,642,JFK,SFO,357,2586,10,53
9353,10.0,15.0,0.0,30.0,50.0,38.0,20.0,29.71,29.73,29.73,-2.45e-16,1.0,0,1,0,2013,3,26,1444,-6,1705,11,DL,N952DL,1231,LGA,DTW,82,502,14,44
9354,10.0,8.0,0.0,51.0,69.0,58.0,50.0,30.2,30.22,30.22,0.173648,-0.984808,0,1,0,2013,9,9,1444,52,1537,44,EV,N19554,4201,EWR,MHT,37,209,14,44
9355,10.0,9.0,0.0,75.0,59.0,55.0,51.0,30.19,30.21,30.21,-0.173648,-0.984808,0,1,0,2013,10,30,1649,-11,1854,-16,9E,N8623A,3932,EWR,CVG,97,569,16,49
9356,10.0,25.0,0.0,36.0,29.0,23.0,5.0,30.15,30.17,30.17,-0.5,0.866025,1,0,0,2013,2,9,1807,-8,2105,-25,AS,N402AS,7,EWR,SEA,333,2402,18,7
9357,10.0,0.0,0.0,48.0,87.0,72.0,65.0,29.83,29.86,29.85,0.0,1.0,0,1,0,2013,7,11,1607,17,1905,20,AA,N3FXAA,763,LGA,DFW,208,1389,16,7
9358,10.0,9.0,0.0,45.0,43.0,35.0,23.0,30.16,30.18,30.18,-2.45e-16,1.0,1,0,0,2013,2,25,1808,-2,2128,-2,AA,N3HLAA,1611,LGA,MIA,167,1096,18,8
9359,10.0,6.0,0.0,74.0,53.0,49.0,45.0,29.94,29.96,29.96,-2.45e-16,1.0,0,1,0,2013,9,25,658,18,814,4,WN,N400WN,465,LGA,MKE,107,738,6,58
9360,10.0,23.0,0.0,35.0,52.0,41.0,25.0,30.16,30.18,30.18,-0.766044,0.642788,1,0,0,2013,4,25,905,10,1216,56,MQ,N512MQ,4619,LGA,ATL,125,762,9,5
9361,10.0,10.0,0.0,43.0,65.0,53.0,42.0,30.23,30.25,30.25,0.984808,0.173648,1,0,0,2013,9,9,819,4,1024,2,9E,N907XJ,3538,JFK,MSP,155,1029,8,19
9362,10.0,8.0,0.0,38.0,73.0,58.0,46.0,30.03,30.05,30.05,0.5,0.866025,1,0,0,2013,6,19,1326,1,1558,5,DL,N314NB,2043,JFK,ATL,114,760,13,26
9363,10.0,10.0,0.0,66.0,30.0,27.0,20.0,29.71,29.73,29.73,-0.642788,0.766044,0,1,0,2013,3,3,548,-12,858,-3,B6,N625JB,371,LGA,FLL,165,1076,5,48
9364,10.0,18.0,0.0,72.0,58.0,53.0,49.0,30.27,30.29,30.29,0.173648,-0.984808,0,1,0,2013,4,16,1453,-6,1713,-24,DL,N699DL,2347,LGA,ATL,108,762,14,53
9365,10.0,9.0,0.0,44.0,37.0,30.0,17.0,29.86,29.88,29.88,0.173648,0.984808,1,0,0,2013,3,16,825,9,925,-5,EV,N14920,4249,EWR,SYR,40,195,8,25
9366,10.0,0.0,0.0,44.0,79.0,65.0,55.0,30.14,30.16,30.16,0.0,1.0,1,0,0,2013,7,31,943,-7,1224,19,MQ,N521MQ,3644,LGA,ATL,119,762,9,43
9367,10.0,23.0,0.0,86.0,53.0,51.0,49.0,30.21,30.23,30.23,0.173648,-0.984808,0,1,0,2013,4,16,1613,-4,1743,-16,UA,N24706,1732,EWR,CLE,69,404,16,13
9368,2.5,13.0,0.01,96.0,57.0,56.0,56.0,30.2,30.22,30.22,0.939693,-0.34202,0,1,0,2013,5,19,1905,36,2046,11,DL,N998DL,2131,LGA,DTW,77,502,19,5
9369,0.12,15.0,0.0,100.0,54.0,54.0,54.0,29.98,30.0,30.0,1.22e-16,-1.0,0,1,0,2013,4,19,753,-7,906,-2,US,N955UW,2118,LGA,BOS,39,184,7,53
9370,10.0,10.0,0.0,68.0,48.0,43.0,38.0,29.93,29.96,29.95,1.22e-16,-1.0,0,1,0,2013,2,15,1523,1,1727,0,EV,N27190,3259,EWR,GRR,96,605,15,23
9371,10.0,15.0,0.0,60.0,62.0,55.0,48.0,29.97,29.99,29.99,-0.866025,0.5,1,0,0,2013,10,7,2317,247,154,219,AA,N335AA,21,JFK,LAX,311,2475,23,17
9372,10.0,18.0,0.0,50.0,20.0,16.0,4.0,29.99,30.01,30.01,-0.766044,0.642788,1,0,0,2013,1,22,853,-5,1144,26,EV,N24103,4364,EWR,MCI,190,1092,8,53
9373,10.0,18.0,0.0,44.0,80.0,65.0,56.0,29.94,29.96,29.96,-0.766044,-0.642788,0,1,0,2013,9,4,1608,3,1759,-7,EV,N13202,4576,EWR,GRR,93,605,16,8
9374,2.0,9.0,0.01,97.0,63.0,62.0,62.0,29.89,29.91,29.91,0.173648,-0.984808,1,0,0,2013,5,23,754,-6,931,-30,DL,N315NB,2245,EWR,MSP,137,1008,7,54
9375,10.0,0.0,0.0,66.0,71.0,64.0,59.0,30.14,30.16,30.16,0.0,1.0,1,0,0,2013,8,18,1902,-3,2036,-32,9E,N600LR,3525,JFK,ORD,113,740,19,2
9376,10.0,11.0,0.0,18.0,63.0,45.0,19.0,30.16,30.18,30.18,-0.766044,0.642788,0,1,0,2013,4,25,1454,32,1742,46,UA,N584UA,809,EWR,IAH,206,1400,14,54
9377,10.0,10.0,0.0,47.0,30.0,25.0,12.0,30.14,30.16,30.16,-0.866025,0.5,1,0,0,2013,1,3,1242,-8,1550,0,DL,N397DA,1685,LGA,MCO,153,950,12,42
9378,10.0,11.0,0.0,55.0,67.0,58.0,50.0,30.09,30.11,30.11,0.173648,0.984808,0,1,0,2013,9,16,1801,-9,2010,15,MQ,N5PBMQ,3526,LGA,CMH,79,479,18,1
9379,10.0,6.0,0.0,56.0,43.0,37.0,28.0,30.31,30.33,30.33,0.766044,0.642788,1,0,0,2013,4,15,604,-1,754,-6,MQ,N738MQ,4401,LGA,DTW,83,502,6,4
9380,10.0,11.0,0.0,89.0,44.0,43.0,41.0,29.72,29.74,29.74,0.5,0.866025,0,1,0,2013,4,12,1741,27,2104,59,UA,N567UA,639,LGA,IAH,217,1416,17,41
9381,10.0,18.0,0.0,35.0,46.0,36.0,20.0,30.27,30.3,30.29,-0.173648,-0.984808,0,1,0,2013,4,6,1632,-8,1907,-34,B6,N784JB,143,JFK,PBI,137,1028,16,32
9382,10.0,11.0,0.0,43.0,83.0,67.0,58.0,29.97,29.99,29.99,-0.984808,-0.173648,0,0,1,2013,8,10,1458,-1,1745,-4,UA,N37466,1122,EWR,PBI,146,1023,14,58
9383,10.0,3.0,0.0,88.0,75.0,72.0,71.0,29.8,29.83,29.82,-0.173648,-0.984808,0,1,0,2013,7,11,52,53,431,47,B6,N661JB,1503,JFK,SJU,194,1598,0,52
9384,10.0,7.0,0.0,61.0,49.0,43.0,36.0,30.33,30.35,30.35,0.766044,-0.642788,0,1,0,2013,4,15,1857,-3,2106,-28,DL,N358NB,1051,JFK,MSY,167,1182,18,57
9385,2.0,13.0,0.01,92.0,42.0,41.0,40.0,30.07,30.09,30.09,0.984808,-0.173648,0,1,0,2013,2,23,1127,28,1418,43,DL,N525US,1647,LGA,ATL,141,762,11,27
9386,10.0,16.0,0.0,25.0,74.0,55.0,36.0,30.02,30.04,30.04,-0.5,0.866025,1,0,0,2013,9,5,1858,118,2106,81,AA,N5CDAA,45,JFK,LAS,283,2248,18,58
9387,10.0,13.0,0.0,32.0,48.0,37.0,19.0,30.57,30.59,30.59,-2.45e-16,1.0,1,0,0,2013,4,21,1121,-4,1451,30,B6,N552JB,1,JFK,FLL,172,1069,11,21
9388,10.0,22.0,0.0,19.0,47.0,34.0,7.0,30.09,30.11,30.11,-0.939693,0.34202,0,1,0,2013,4,3,1558,-2,1922,21,B6,N558JB,509,EWR,FLL,167,1065,15,58
9389,10.0,9.0,0.0,58.0,76.0,66.0,60.0,30.01,30.04,30.03,0.173648,0.984808,1,0,0,2013,7,26,1037,-3,1222,-18,EV,N755EV,5299,LGA,MEM,126,963,10,37
9390,10.0,10.0,0.0,56.0,59.0,51.0,43.0,30.38,30.4,30.4,0.34202,-0.939693,0,1,0,2013,11,6,1035,-5,1155,-4,B6,N375JB,2602,JFK,BUF,62,301,10,35
9391,10.0,11.0,0.0,61.0,35.0,31.0,23.0,30.28,30.3,30.3,-1.0,-1.84e-16,1,0,0,2013,12,26,2303,100,112,80,B6,N644JB,97,JFK,DEN,226,1626,23,3
9392,10.0,14.0,0.0,49.0,43.0,36.0,25.0,29.91,29.93,29.93,-0.766044,0.642788,1,0,0,2013,3,27,820,-10,950,-25,AA,N550AA,313,LGA,ORD,110,733,8,20
9393,10.0,10.0,0.0,71.0,46.0,42.0,37.0,29.93,29.95,29.95,0.173648,-0.984808,0,1,0,2013,2,15,1657,-3,1825,-14,UA,N491UA,689,LGA,ORD,124,733,16,57
9394,10.0,21.0,0.0,80.0,48.0,45.0,42.0,30.04,30.06,30.06,1.22e-16,-1.0,0,1,0,2013,4,7,1956,-1,2115,-2,EV,N15983,4258,EWR,IAD,41,212,19,56
9395,1.0,5.0,0.0,100.0,63.0,63.0,63.0,29.96,29.98,29.98,-0.5,-0.866025,0,1,0,2013,5,21,658,48,815,52,EV,N17196,4527,EWR,IAD,40,212,6,58
9396,10.0,10.0,0.0,54.0,29.0,24.0,14.0,30.19,30.21,30.21,-0.866025,0.5,1,0,0,2013,1,3,1027,-3,1257,5,DL,N302NB,2343,EWR,ATL,131,746,10,27
9397,5.0,17.0,0.02,85.0,34.0,32.0,30.0,30.13,30.15,30.15,-0.173648,-0.984808,0,1,0,2013,1,28,1537,-3,1907,7,UA,N17105,161,JFK,LAX,352,2475,15,37
9398,10.0,11.0,0.0,45.0,79.0,65.0,56.0,30.08,30.1,30.1,1.22e-16,-1.0,0,1,0,2013,7,31,1559,0,1726,-6,UA,N27239,1217,EWR,ORD,110,719,15,59
9399,10.0,15.0,0.0,79.0,78.0,73.0,71.0,30.12,30.14,30.14,1.22e-16,-1.0,0,1,0,2013,7,2,1443,8,1747,-2,DL,N958DL,1779,LGA,FLL,164,1076,14,43
9400,10.0,18.0,0.0,68.0,68.0,62.0,57.0,30.24,30.26,30.26,1.22e-16,-1.0,1,0,0,2013,6,20,1955,-4,2142,-17,EV,N14204,4543,EWR,DSM,140,1017,19,55
9401,10.0,7.0,0.0,48.0,77.0,64.0,56.0,30.16,30.18,30.18,-0.642788,-0.766044,1,0,0,2013,8,16,1152,-7,1330,-14,MQ,N738MQ,3404,LGA,RDU,70,431,11,52
9402,10.0,10.0,0.0,52.0,78.0,66.0,59.0,30.25,30.27,30.27,0.173648,-0.984808,0,1,0,2013,8,17,1349,-1,1631,-40,UA,N14230,1654,EWR,SFO,325,2565,13,49
9403,10.0,14.0,0.0,32.0,83.0,64.0,50.0,29.96,29.98,29.98,-2.45e-16,1.0,1,0,0,2013,8,23,1218,-1,1401,-21,EV,N12157,5810,EWR,DTW,84,488,12,18
9404,10.0,13.0,0.0,86.0,46.0,44.0,42.0,30.12,30.14,30.14,0.642788,-0.766044,0,1,0,2013,3,11,1858,-3,2211,5,UA,N17245,1637,EWR,TPA,163,997,18,58
9405,10.0,7.0,0.0,74.0,83.0,77.0,74.0,30.23,30.25,30.25,0.766044,-0.642788,1,0,0,2013,7,13,1255,-5,1418,4,US,N945UW,2175,LGA,DCA,49,214,12,55
9406,10.0,17.0,0.0,74.0,48.0,44.0,40.0,29.9,29.92,29.92,-0.5,0.866025,1,0,0,2013,5,24,2146,11,2311,18,B6,N556JB,1020,JFK,BOS,40,187,21,46
9407,10.0,10.0,0.0,63.0,43.0,38.0,31.0,30.41,30.43,30.43,-0.866025,-0.5,1,0,0,2013,1,8,1154,-6,1451,-19,AA,N320AA,3,JFK,LAX,334,2475,11,54
9408,10.0,7.0,0.0,64.0,70.0,62.0,57.0,30.14,30.16,30.16,-0.5,0.866025,0,1,0,2013,7,31,600,-5,845,-20,AA,N3FDAA,1837,LGA,MIA,145,1096,6,0
9409,10.0,5.0,0.0,62.0,41.0,36.0,29.0,30.45,30.47,30.47,0.984808,0.173648,0,1,0,2013,1,11,1016,16,1133,10,EV,N909EV,5736,LGA,IAD,47,229,10,16
9410,10.0,8.0,0.0,34.0,79.0,61.0,48.0,29.96,29.98,29.98,-1.0,-1.84e-16,1,0,0,2013,9,4,1209,-6,1442,-26,DL,N342NB,1685,LGA,MCO,124,950,12,9
9411,3.0,5.0,0.21,90.0,57.0,55.0,54.0,30.18,30.2,30.2,0.939693,0.34202,0,1,0,2013,5,28,1524,9,1744,4,MQ,N663MQ,4309,JFK,IND,102,665,15,24
9412,10.0,16.0,0.0,71.0,67.0,61.0,57.0,30.01,30.04,30.03,0.642788,0.766044,0,1,0,2013,10,11,1357,-2,1449,-22,B6,N279JB,118,JFK,BOS,34,187,13,57
9413,10.0,9.0,0.0,59.0,54.0,47.0,40.0,29.99,30.01,30.01,-0.34202,0.939693,1,0,0,2013,9,23,746,1,1128,-16,UA,N35260,1216,EWR,SJU,195,1608,7,46
9414,10.0,6.0,0.0,73.0,64.0,59.0,55.0,30.24,30.26,30.26,-0.642788,-0.766044,1,0,0,2013,6,20,641,-8,843,-20,UA,N581UA,343,LGA,DEN,212,1620,6,41
9415,10.0,14.0,0.0,51.0,26.0,22.0,10.0,30.18,30.2,30.2,-0.642788,0.766044,1,0,0,2013,12,30,2229,69,2332,61,9E,N920XJ,3525,LGA,SYR,36,198,22,29
9416,9.0,6.0,0.0,93.0,63.0,62.0,61.0,29.72,29.74,29.74,-0.766044,-0.642788,0,1,0,2013,5,24,655,-5,939,-11,DL,N359NW,2285,LGA,MCO,136,950,6,55
9417,10.0,17.0,0.0,79.0,74.0,69.0,67.0,29.84,29.87,29.86,-0.5,0.866025,1,0,0,2013,8,27,825,-5,939,-16,EV,N14570,5813,EWR,RIC,52,277,8,25
9418,10.0,9.0,0.0,46.0,22.0,18.0,4.0,30.51,30.53,30.53,-0.642788,0.766044,1,0,0,2013,12,25,905,5,1126,-14,UA,N19130,1643,EWR,DEN,225,1605,9,5
9419,10.0,14.0,0.0,64.0,80.0,71.0,67.0,29.86,29.88,29.88,-0.173648,-0.984808,0,1,0,2013,6,17,1334,-4,1457,-2,B6,N178JB,36,JFK,ROC,56,264,13,34
9420,10.0,17.0,0.0,41.0,79.0,64.0,53.0,29.89,29.91,29.91,-0.766044,-0.642788,0,1,0,2013,10,1,1542,13,1835,-12,UA,N78524,1246,EWR,SFO,329,2565,15,42
9421,10.0,13.0,0.0,44.0,58.0,48.0,36.0,29.77,29.79,29.79,-0.642788,0.766044,1,0,0,2013,11,2,2244,-6,2341,-15,B6,N292JB,1816,JFK,SYR,41,209,22,44
9422,4.0,13.0,0.02,93.0,56.0,55.0,54.0,30.31,30.33,30.33,0.866025,-0.5,1,0,0,2013,5,19,954,-5,1135,-25,US,N127UW,1277,LGA,CLT,75,544,9,54
9423,10.0,16.0,0.0,74.0,78.0,72.0,69.0,29.62,29.64,29.64,1.22e-16,-1.0,1,0,0,2013,6,29,1557,12,1850,-16,DL,N3767,31,JFK,SLC,257,1990,15,57
9424,10.0,6.0,0.0,65.0,62.0,56.0,50.0,30.1,30.12,30.12,-0.5,0.866025,1,0,0,2013,8,15,651,-4,942,12,AA,N3CWAA,711,LGA,DFW,195,1389,6,51
9425,10.0,11.0,0.0,33.0,94.0,72.0,61.0,30.12,30.14,30.14,-2.45e-16,1.0,0,1,0,2013,7,16,1640,4,1808,-20,EV,N14950,4411,EWR,MEM,126,946,16,40
9426,10.0,10.0,0.0,69.0,30.0,27.0,21.0,30.03,30.06,30.05,-1.0,-1.84e-16,1,0,0,2013,12,18,908,14,1311,36,UA,N36280,1289,EWR,SFO,372,2565,9,8
9427,10.0,8.0,0.0,76.0,65.0,60.0,57.0,29.96,29.99,29.98,-0.866025,-0.5,1,0,0,2013,10,2,702,-2,951,-33,DL,N396DA,1415,JFK,SLC,260,1990,7,2
9428,10.0,14.0,0.0,52.0,91.0,77.0,71.0,30.03,30.05,30.05,-0.34202,0.939693,1,0,0,2013,7,18,821,-8,947,-17,MQ,N856MQ,3363,JFK,RDU,70,427,8,21
9429,10.0,22.0,0.0,38.0,31.0,24.0,8.0,29.92,29.94,29.94,-0.984808,-0.173648,0,1,0,2013,2,4,1401,26,1648,16,B6,N509JB,1161,LGA,PBI,154,1035,14,1
9430,10.0,18.0,0.0,33.0,83.0,64.0,51.0,30.01,30.03,30.03,-1.0,-1.84e-16,0,1,0,2013,7,29,1828,118,2256,177,VX,N854VA,27,JFK,SFO,366,2586,18,28
9431,9.0,7.0,0.0,70.0,68.0,62.0,58.0,29.97,29.99,29.99,-0.984808,-0.173648,1,0,0,2013,10,2,820,-10,946,-33,EV,N752EV,5195,LGA,RIC,50,292,8,20
9432,0.5,31.0,0.03,96.0,51.0,50.0,50.0,29.39,29.41,29.41,1.22e-16,-1.0,0,1,0,2013,1,31,34,155,135,140,EV,N24128,4162,EWR,BTV,43,266,0,34
9433,10.0,8.0,0.0,33.0,33.0,26.0,7.0,30.42,30.43,30.44,-0.642788,0.766044,1,0,0,2013,11,28,1958,-2,2048,-22,AA,N3HLAA,2314,JFK,BOS,33,187,19,58
9434,7.0,8.0,0.02,89.0,40.0,39.0,37.0,30.12,30.14,30.14,0.939693,0.34202,0,1,0,2013,11,26,1930,0,2119,30,EV,N820AS,5769,LGA,IAD,53,229,19,30
9435,10.0,11.0,0.0,26.0,60.0,45.0,25.0,30.31,30.33,30.33,0.866025,-0.5,1,0,0,2013,4,30,1723,-6,2020,-24,AA,N3DRAA,1999,EWR,MIA,150,1085,17,23
9436,10.0,16.0,0.0,44.0,49.0,40.0,28.0,30.0,30.03,30.02,-0.939693,0.34202,1,0,0,2013,5,13,639,-6,943,-3,B6,N561JB,135,JFK,RSW,166,1074,6,39
9437,10.0,8.0,0.0,75.0,58.0,54.0,50.0,30.34,30.36,30.36,0.984808,-0.173648,0,1,0,2013,10,13,1827,7,2126,1,UA,N420UA,288,EWR,FLL,138,1065,18,27
9438,10.0,17.0,0.0,58.0,40.0,35.0,26.0,29.97,29.99,29.99,-0.642788,0.766044,1,0,0,2013,12,30,1334,-1,1640,-1,UA,N33264,1164,EWR,FLL,169,1065,13,34
9439,10.0,11.0,0.0,34.0,79.0,61.0,48.0,30.16,30.18,30.18,-0.173648,-0.984808,1,0,0,2013,8,16,1333,3,1539,-6,WN,N269WN,4103,EWR,PHX,277,2133,13,33
9440,10.0,8.0,0.0,88.0,77.0,74.0,73.0,29.86,29.88,29.88,-0.5,-0.866025,1,0,0,2013,9,1,1054,-1,1431,-14,B6,N537JB,403,JFK,SJU,194,1598,10,54
9441,7.0,10.0,0.0,93.0,45.0,44.0,43.0,30.05,30.07,30.07,0.34202,0.939693,1,0,0,2013,1,12,556,-4,708,-1,B6,N266JB,380,EWR,BOS,43,200,5,56
9442,10.0,10.0,0.0,82.0,78.0,74.0,72.0,29.64,29.66,29.66,-0.939693,-0.34202,0,1,0,2013,7,23,915,0,1110,-5,MQ,N537MQ,3565,LGA,CLT,78,544,9,15
9443,10.0,21.0,0.0,36.0,31.0,24.0,7.0,29.87,29.89,29.89,-0.984808,0.173648,1,0,0,2013,2,20,1754,-6,2055,-6,UA,N822UA,999,EWR,SAN,334,2425,17,54
9444,8.0,6.0,0.02,82.0,37.0,35.0,32.0,30.18,30.2,30.2,0.939693,0.34202,0,1,0,2013,11,26,1750,20,2036,-10,B6,N636JB,359,JFK,BUR,325,2465,17,50
9445,10.0,15.0,0.0,55.0,89.0,76.0,71.0,30.01,30.03,30.03,-0.34202,-0.939693,0,1,0,2013,6,24,1329,-1,1658,20,B6,N640JB,431,LGA,SRQ,148,1047,13,29
9446,10.0,7.0,0.0,68.0,72.0,65.0,61.0,30.14,30.16,30.16,0.766044,-0.642788,1,0,0,2013,8,7,626,-4,826,39,B6,N339JB,2802,JFK,BUF,55,301,6,26
9447,10.0,13.0,0.0,56.0,76.0,66.0,59.0,30.04,30.06,30.06,-1.0,-1.84e-16,0,1,0,2013,8,19,1824,-1,2029,-3,DL,N360NB,1715,LGA,MSY,168,1183,18,24
9448,10.0,15.0,0.0,42.0,80.0,65.0,55.0,29.93,29.95,29.95,-0.939693,-0.34202,0,1,0,2013,9,4,1859,9,2025,0,MQ,N510MQ,3674,LGA,CLE,60,419,18,59
9449,10.0,8.0,0.0,84.0,75.0,72.0,70.0,29.83,29.85,29.85,-0.5,-0.866025,0,1,0,2013,7,11,611,0,900,-15,UA,N76519,1183,EWR,RSW,151,1068,6,11
9450,10.0,16.0,0.0,54.0,74.0,63.0,56.0,30.11,30.13,30.13,0.173648,-0.984808,0,1,0,2013,6,9,1631,-4,1916,-38,B6,N524JB,15,JFK,FLL,145,1069,16,31
9451,10.0,38.0,0.0,62.0,41.0,36.0,29.0,29.83,29.85,29.85,0.642788,0.766044,0,1,0,2013,3,6,1500,30,1637,14,EV,N611QX,4943,LGA,RDU,63,431,15,0
9452,10.0,15.0,0.0,42.0,69.0,56.0,45.0,30.09,30.11,30.11,0.866025,-0.5,0,1,0,2013,6,6,1355,-5,1703,-27,DL,N717TW,1565,JFK,SFO,335,2586,13,55
9453,10.0,10.0,0.0,91.0,76.0,74.0,73.0,29.84,29.86,29.86,-0.939693,-0.34202,1,0,0,2013,8,9,2251,109,145,121,UA,N828UA,682,EWR,IAH,197,1400,22,51
9454,10.0,5.0,0.0,64.0,36.0,32.0,25.0,30.45,30.47,30.47,0.766044,0.642788,0,1,0,2013,1,11,651,-4,1025,-5,DL,N668DN,1415,JFK,SLC,289,1990,6,51
9455,8.0,0.0,0.0,69.0,49.0,44.0,39.0,29.94,29.96,29.96,0.0,1.0,1,0,0,2013,12,2,1249,4,1529,-8,B6,N523JB,383,JFK,MCO,139,944,12,49
9456,10.0,14.0,0.0,36.0,31.0,24.0,7.0,30.05,30.07,30.07,-0.866025,0.5,0,1,0,2013,12,16,1325,-4,1434,-6,B6,N203JB,308,JFK,PWM,49,273,13,25
9457,10.0,8.0,0.0,60.0,41.0,36.0,28.0,30.28,30.3,30.3,-0.34202,-0.939693,0,1,0,2013,4,7,640,-5,849,-18,DL,N346NB,2006,LGA,MSY,168,1183,6,40
9458,10.0,9.0,0.0,86.0,50.0,48.0,46.0,29.96,29.98,29.98,-0.173648,-0.984808,1,0,0,2013,12,21,2056,78,2244,60,EV,N16911,5796,EWR,CLT,87,529,20,56
9459,10.0,10.0,0.0,63.0,85.0,75.0,71.0,30.03,30.05,30.05,-0.34202,-0.939693,0,1,0,2013,7,6,1703,-2,2013,-7,AA,N3FKAA,1999,EWR,MIA,142,1085,17,3
9460,10.0,16.0,0.0,58.0,82.0,71.0,66.0,29.93,29.95,29.95,-0.766044,-0.642788,0,1,0,2013,8,30,1329,-1,1626,-12,B6,N784JB,431,LGA,SRQ,141,1047,13,29
9461,10.0,7.0,0.0,87.0,57.0,55.0,53.0,29.69,29.71,29.71,1.22e-16,-1.0,0,1,0,2013,5,15,2017,42,2220,40,EV,N11187,4361,EWR,TYS,90,631,20,17
9462,10.0,6.0,0.0,73.0,37.0,34.0,29.0,30.11,30.13,30.13,-0.866025,-0.5,0,1,0,2013,3,31,456,-4,635,-5,US,N744P,1113,EWR,CLT,82,529,4,56
9463,10.0,9.0,0.0,46.0,73.0,61.0,51.0,30.29,30.31,30.31,-0.766044,-0.642788,0,1,0,2013,6,21,1007,-8,1206,-1,US,N711UW,1444,JFK,CLT,89,541,10,7
9464,10.0,22.0,0.0,26.0,47.0,35.0,14.0,29.81,29.83,29.83,-0.642788,0.766044,0,1,0,2013,3,23,1641,69,1948,64,UA,N39450,1739,EWR,RSW,157,1068,16,41
9465,10.0,7.0,0.0,79.0,73.0,69.0,66.0,29.89,29.91,29.91,-0.766044,-0.642788,0,1,0,2013,8,3,1359,-6,1537,-13,AA,N454AA,337,LGA,ORD,125,733,13,59
9466,1.0,8.0,0.0,90.0,60.0,58.0,57.0,30.1,30.12,30.12,0.766044,-0.642788,0,1,0,2013,11,17,1358,-1,1631,57,EV,N14570,4171,EWR,MSN,138,799,13,58
9467,7.0,9.0,0.08,84.0,70.0,67.0,65.0,29.89,29.91,29.91,0.5,-0.866025,0,1,0,2013,8,1,1532,-8,1902,4,UA,N518UA,375,JFK,SFO,360,2586,15,32
9468,9.0,9.0,0.0,86.0,37.0,35.0,33.0,30.01,30.03,30.03,-0.766044,-0.642788,0,1,0,2013,2,15,810,-5,916,-12,B6,N552JB,1172,EWR,BOS,42,200,8,10
9469,9.0,0.0,0.0,82.0,75.0,71.0,69.0,29.87,29.89,29.89,0.0,1.0,1,0,0,2013,8,28,721,-9,1021,-24,VX,N851VA,183,EWR,SFO,343,2565,7,21
9470,0.5,7.0,0.0,100.0,44.0,44.0,44.0,30.15,30.17,30.17,1.22e-16,-1.0,1,0,0,2013,1,13,1121,171,1644,189,DL,N699DL,301,JFK,SJU,229,1598,11,21
9471,10.0,17.0,0.0,87.0,71.0,68.0,67.0,30.01,30.03,30.03,-0.173648,-0.984808,1,0,0,2013,7,26,2010,45,2327,44,DL,N900DE,2139,LGA,MIA,142,1096,20,10
9472,10.0,16.0,0.0,52.0,48.0,41.0,31.0,30.51,30.53,30.53,0.984808,-0.173648,0,1,0,2013,4,22,1902,122,2204,123,B6,N665JB,143,JFK,PBI,154,1028,19,2
9473,10.0,10.0,0.0,70.0,41.0,37.0,32.0,30.34,30.36,30.36,0.34202,-0.939693,0,1,0,2013,3,10,1505,27,1615,20,EV,N13913,5930,EWR,IAD,41,212,15,5
9474,9.0,0.0,0.0,64.0,49.0,44.0,37.0,30.09,30.11,30.11,0.0,1.0,0,1,0,2013,12,4,1352,-3,1729,14,US,N663AW,686,EWR,PHX,320,2133,13,52
9475,10.0,15.0,0.0,66.0,51.0,46.0,40.0,29.9,29.92,29.92,-0.939693,0.34202,1,0,0,2013,10,20,755,-5,1053,-7,AA,N338AA,33,JFK,LAX,333,2475,7,55
9476,9.0,3.0,0.0,90.0,64.0,62.0,61.0,30.04,30.06,30.06,1.22e-16,-1.0,0,1,0,2013,10,4,653,-7,756,-10,US,N945UW,2136,LGA,BOS,40,184,6,53
9477,10.0,9.0,0.0,57.0,41.0,36.0,27.0,30.11,30.13,30.13,-0.642788,0.766044,0,1,0,2013,3,29,652,-8,752,-15,US,N744P,2163,LGA,DCA,41,214,6,52
9478,10.0,8.0,0.0,82.0,37.0,35.0,32.0,30.25,30.27,30.27,-2.45e-16,1.0,1,0,0,2013,12,7,827,-2,1031,3,B6,N187JB,219,JFK,CLT,105,541,8,27
