,Unnamed: 0,HOURLYVISIBILITY,HOURLYWindSpeed,HOURLYPrecip,HOURLYRelativeHumidity,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYStationPressure,HOURLYSeaLevelPressure,HOURLYAltimeterSetting,HOURLYWindDirectionSin,HOURLYWindDirectionCos,HOURLYPressureTendencyIncr,HOURLYPressureTendencyDecr,HOURLYPressureTendencyCons,month,day,dep_time,dep_delay,arr_time,arr_delay,flight,origin,air_time,distance,hour,minute
17515,17515,10.0,14.0,0.0,40.0,46.0,37.0,23.0,30.3,30.32,30.32,-0.766044,0.642788,1,0,0,1,7,1203,1,1337,1,2173,2,41,214,12,3
17516,17516,10.0,16.0,0.0,70.0,56.0,51.0,46.0,29.95,29.97,29.97,0.173648,-0.984808,0,1,0,4,24,1343,0,1649,1,545,2,225,1372,13,43
17517,17517,10.0,18.0,0.0,54.0,47.0,40.0,31.0,30.21,30.24,30.23,-0.984808,-0.173648,1,0,0,1,10,16,1,447,1,739,2,191,1617,0,16
17518,17518,8.0,6.0,0.02,82.0,37.0,35.0,32.0,30.18,30.2,30.2,0.939693,0.34202,0,1,0,11,26,1705,1,2033,1,413,2,341,2475,17,5
17519,17519,10.0,15.0,0.0,46.0,88.0,73.0,65.0,30.17,30.19,30.19,-0.173648,0.984808,1,0,0,7,16,925,0,1157,0,1443,2,308,2422,9,25
17520,17520,10.0,8.0,0.0,57.0,35.0,30.0,21.0,29.63,29.65,29.65,0.984808,0.173648,0,1,0,3,21,1636,0,1933,0,185,2,333,2446,16,36
17521,17521,9.0,7.0,0.0,70.0,68.0,62.0,58.0,29.97,29.99,29.99,-0.984808,-0.173648,1,0,0,10,2,807,0,940,0,3317,2,60,301,8,7
17522,17522,10.0,13.0,0.0,61.0,27.0,23.0,15.0,30.16,30.18,30.18,-0.5,0.866025,1,0,0,1,3,555,0,727,0,3768,2,128,719,5,55
17523,17523,10.0,15.0,0.0,52.0,35.0,30.0,19.0,30.35,30.37,30.37,1.0,6.12e-17,0,1,0,3,18,1230,0,1533,0,1375,2,284,1990,12,30
17524,17524,10.0,21.0,0.0,80.0,48.0,45.0,42.0,30.04,30.06,30.06,1.22e-16,-1.0,0,1,0,4,7,1952,0,2208,0,1147,2,110,762,19,52
17525,17525,10.0,11.0,0.0,44.0,70.0,57.0,47.0,29.8,29.82,29.82,-0.5,-0.866025,1,0,0,5,16,1134,1,1423,1,739,2,203,1389,11,34
17526,17526,10.0,6.0,0.0,63.0,61.0,54.0,48.0,30.3,30.32,30.32,0.5,-0.866025,1,0,0,5,18,957,0,1253,0,1765,2,327,2586,9,57
17527,17527,10.0,11.0,0.0,67.0,76.0,68.0,64.0,29.98,30.0,30.0,0.642788,-0.766044,0,1,0,7,27,1723,0,2009,0,1435,2,143,1010,17,23
17528,17528,10.0,17.0,0.0,87.0,71.0,68.0,67.0,30.01,30.03,30.03,-0.173648,-0.984808,1,0,0,7,26,2001,1,2144,1,975,2,53,335,20,1
17529,17529,10.0,15.0,0.0,52.0,33.0,28.0,17.0,30.48,30.5,30.5,0.173648,0.984808,1,0,0,11,20,746,1,1140,1,59,2,391,2586,7,46
17530,17530,10.0,16.0,0.0,54.0,33.0,28.0,18.0,30.14,30.16,30.16,-1.0,-1.84e-16,1,0,0,1,5,627,1,916,1,125,2,153,1069,6,27
17531,17531,10.0,10.0,0.0,30.0,57.0,44.0,26.0,30.43,30.45,30.45,0.866025,0.5,1,0,0,5,1,835,0,1036,0,4304,2,144,1092,8,35
17532,17532,10.0,15.0,0.0,50.0,47.0,40.0,29.0,29.77,29.79,29.79,-0.766044,-0.642788,1,0,0,1,20,1029,0,1321,0,927,2,157,1023,10,29
17533,17533,10.0,7.0,0.0,60.0,42.0,37.0,29.0,30.11,30.13,30.13,-0.866025,-0.5,1,0,0,12,19,1929,0,2254,0,161,2,354,2521,19,29
17534,17534,10.0,21.0,0.0,41.0,38.0,31.0,16.0,29.8,29.82,29.82,-0.642788,0.766044,1,0,0,3,4,1823,0,2129,0,269,2,335,2422,18,23
17535,17535,10.0,15.0,0.0,42.0,79.0,64.0,54.0,30.09,30.11,30.11,0.34202,-0.939693,1,0,0,8,6,1557,0,1725,0,5091,2,55,335,15,57
17536,17536,1.0,6.0,0.0,93.0,40.0,39.0,38.0,29.97,29.99,29.99,-0.984808,0.173648,0,1,0,12,9,1558,0,1856,0,2459,2,143,944,15,58
17537,17537,10.0,5.0,0.0,91.0,72.0,70.0,69.0,29.89,29.91,29.91,-0.34202,-0.939693,0,1,0,8,22,2102,1,2304,1,2041,2,97,760,21,2
17538,17538,10.0,22.0,0.0,82.0,39.0,37.0,34.0,29.5,29.52,29.52,-0.866025,0.5,1,0,0,11,27,1923,0,2249,0,1091,2,216,1587,19,23
17539,17539,10.0,6.0,0.0,73.0,44.0,41.0,36.0,30.24,30.26,30.26,-0.642788,-0.766044,1,0,0,11,15,825,0,951,0,3579,2,47,229,8,25
17540,17540,9.0,5.0,0.0,82.0,43.0,41.0,38.0,29.61,29.63,29.63,-0.939693,-0.34202,1,0,0,2,28,855,0,1203,0,647,2,159,1089,8,55
17541,17541,10.0,15.0,0.0,83.0,47.0,45.0,42.0,30.04,30.06,30.06,0.173648,-0.984808,0,1,0,4,7,2141,0,49,0,185,2,341,2475,21,41
17542,17542,10.0,14.0,0.0,65.0,86.0,77.0,73.0,30.18,30.21,30.2,-0.642788,-0.766044,0,1,0,7,5,1136,1,1416,1,795,2,200,1521,11,36
17543,17543,10.0,7.0,0.0,90.0,55.0,53.0,52.0,30.16,30.18,30.18,0.173648,0.984808,1,0,0,9,27,639,0,756,0,4522,2,104,748,6,39
17544,17544,10.0,7.0,0.0,93.0,61.0,60.0,59.0,29.94,29.97,29.96,0.766044,-0.642788,0,1,0,10,16,1901,1,2141,1,245,2,312,2153,19,1
17545,17545,10.0,9.0,0.0,53.0,67.0,57.0,49.0,30.19,30.21,30.21,0.5,0.866025,0,1,0,9,27,1450,0,1804,1,3070,2,127,1005,14,50
17546,17546,10.0,0.0,0.0,33.0,57.0,44.0,28.0,30.35,30.38,30.37,0.0,1.0,0,1,0,10,29,1520,1,1821,1,2285,2,132,944,15,20
17547,17547,10.0,3.0,0.0,80.0,50.0,47.0,44.0,29.93,29.95,29.95,-0.173648,-0.984808,0,1,0,12,21,1753,1,2004,1,2963,2,111,589,17,53
17548,17548,10.0,10.0,0.0,61.0,66.0,58.0,52.0,30.2,30.22,30.22,0.939693,0.34202,1,0,0,9,29,928,1,1330,1,403,2,218,1598,9,28
17549,17549,10.0,15.0,0.0,25.0,41.0,31.0,8.0,30.26,30.28,30.28,-0.34202,0.939693,1,0,0,4,6,949,0,1113,0,319,2,120,733,9,49
17550,17550,10.0,17.0,0.0,62.0,80.0,71.0,66.0,29.86,29.88,29.88,-0.173648,-0.984808,0,1,0,8,2,1641,0,1817,1,2625,2,138,725,16,41
17551,17551,10.0,18.0,0.0,81.0,56.0,53.0,50.0,29.9,29.92,29.92,1.22e-16,-1.0,0,1,0,12,22,1800,1,2057,1,305,2,154,1065,18,0
17552,17552,6.0,9.0,0.0,93.0,45.0,44.0,43.0,30.13,30.15,30.15,0.34202,0.939693,1,0,0,1,12,918,0,1044,0,3661,2,51,264,9,18
17553,17553,10.0,21.0,0.0,50.0,37.0,31.0,20.0,29.95,29.97,29.97,-0.939693,-0.34202,0,1,0,1,4,1640,0,1840,0,1473,2,152,963,16,40
17554,17554,10.0,7.0,0.0,76.0,80.0,75.0,72.0,30.05,30.07,30.07,-0.5,-0.866025,1,0,0,7,7,748,0,902,0,3709,2,103,719,7,48
17555,17555,7.0,3.0,0.0,64.0,78.0,70.0,65.0,30.11,30.13,30.13,-0.766044,-0.642788,1,0,0,8,20,950,0,1205,0,1283,2,107,760,9,50
17556,17556,8.0,5.0,0.0,87.0,68.0,66.0,64.0,30.1,30.12,30.12,-0.766044,-0.642788,0,1,0,5,31,551,0,643,0,2114,2,37,184,5,51
17557,17557,10.0,26.0,0.0,23.0,60.0,44.0,22.0,29.8,29.83,29.82,-0.984808,0.173648,1,0,0,5,12,1932,1,2053,0,975,2,67,335,19,32
17558,17558,10.0,3.0,0.0,90.0,60.0,58.0,57.0,30.13,30.15,30.15,0.766044,-0.642788,1,0,0,6,6,655,0,927,0,1949,2,308,2248,6,55
17559,17559,10.0,16.0,0.0,58.0,76.0,66.0,60.0,30.04,30.06,30.06,-0.866025,-0.5,0,1,0,8,19,1436,1,1541,0,4474,2,39,209,14,36
17560,17560,10.0,13.0,0.0,41.0,62.0,50.0,38.0,29.99,30.01,30.01,-0.34202,0.939693,1,0,0,9,23,1147,0,1245,0,1597,2,39,187,11,47
17561,17561,10.0,22.0,0.0,55.0,40.0,34.0,25.0,30.0,30.02,30.02,-0.642788,0.766044,1,0,0,11,23,747,1,1039,1,1148,2,151,997,7,47
17562,17562,10.0,8.0,0.0,84.0,64.0,61.0,59.0,29.7,29.72,29.72,-0.939693,0.34202,1,0,0,9,22,628,0,854,0,211,2,304,2248,6,28
17563,17563,10.0,9.0,0.0,67.0,84.0,76.0,72.0,29.9,29.92,29.92,0.642788,-0.766044,0,1,0,7,22,1346,1,1700,1,781,2,118,762,13,46
17564,17564,9.0,5.0,0.0,79.0,74.0,69.0,67.0,30.17,30.19,30.19,-0.939693,-0.34202,1,0,0,8,21,708,1,845,1,329,2,120,872,7,8
17565,17565,10.0,8.0,0.0,46.0,62.0,51.0,41.0,29.98,30.0,30.0,-0.766044,0.642788,1,0,0,9,23,1928,0,2216,0,2437,2,145,1096,19,28
17566,17566,6.0,29.0,0.02,90.0,47.0,46.0,44.0,29.53,29.55,29.55,0.984808,0.173648,0,1,0,2,27,1056,0,1406,0,1120,2,317,2565,10,56
17567,17567,10.0,14.0,0.0,54.0,51.0,44.0,35.0,29.7,29.72,29.72,-0.766044,0.642788,1,0,0,10,23,2058,0,30,1,427,2,341,2475,20,58
17568,17568,10.0,28.0,0.0,38.0,31.0,24.0,8.0,29.99,30.01,30.01,-0.939693,0.34202,0,1,0,2,21,1010,0,1143,1,3795,2,128,719,10,10
17569,17569,2.0,14.0,0.0,88.0,32.0,31.0,29.0,30.37,30.39,30.39,0.642788,0.766044,0,1,0,12,9,39,1,515,1,745,2,197,1617,0,39
17570,17570,6.0,6.0,0.0,85.0,31.0,30.0,27.0,30.01,30.03,30.03,-1.0,-1.84e-16,1,0,0,2,6,754,1,1103,1,1740,2,211,1400,7,54
17571,17571,10.0,11.0,0.0,77.0,81.0,75.0,73.0,29.56,29.58,29.58,-0.34202,-0.939693,0,1,0,7,23,1731,1,2037,0,1100,2,325,2402,17,31
17572,17572,3.0,7.0,0.13,90.0,70.0,68.0,67.0,30.07,30.09,30.09,0.866025,0.5,1,0,0,7,12,2249,1,18,1,4678,2,132,1008,22,49
17573,17573,0.5,23.0,0.0,90.0,49.0,48.0,46.0,29.87,29.89,29.89,0.173648,-0.984808,0,1,0,4,24,1742,1,1954,1,1596,2,142,872,17,42
17574,17574,10.0,8.0,0.0,52.0,61.0,52.0,43.0,30.17,30.19,30.19,0.5,0.866025,1,0,0,6,5,659,0,957,0,2003,2,144,1096,6,59
17575,17575,10.0,6.0,0.0,37.0,70.0,55.0,42.0,30.19,30.21,30.21,-0.173648,-0.984808,0,1,0,9,6,1439,0,1656,0,841,2,292,2475,14,39
17576,17576,10.0,10.0,0.0,15.0,83.0,57.0,31.0,29.9,29.92,29.92,-0.866025,0.5,0,1,0,4,9,1657,0,1809,0,1176,2,40,200,16,57
17577,17577,10.0,15.0,0.0,48.0,34.0,28.0,16.0,30.12,30.14,30.14,-0.5,0.866025,1,0,0,3,17,912,0,1157,0,57,2,143,1028,9,12
17578,17578,0.75,3.0,0.0,100.0,60.0,60.0,60.0,30.1,30.12,30.12,-0.173648,-0.984808,1,0,0,5,20,843,0,1255,0,1357,2,201,1598,8,43
17579,17579,10.0,7.0,0.0,87.0,58.0,56.0,54.0,30.29,30.31,30.31,-2.45e-16,1.0,1,0,0,9,28,751,0,1028,0,1511,2,134,1068,7,51
17580,17580,10.0,13.0,0.0,41.0,82.0,66.0,56.0,30.09,30.11,30.11,-0.173648,-0.984808,0,1,0,7,31,1423,0,1549,0,2402,2,57,301,14,23
17581,17581,4.0,18.0,0.02,89.0,34.0,33.0,31.0,30.04,30.06,30.06,-0.34202,0.939693,1,0,0,3,7,2111,1,3,1,399,2,129,950,21,11
17582,17582,10.0,8.0,0.0,37.0,76.0,60.0,48.0,30.04,30.06,30.06,0.5,0.866025,1,0,0,6,19,1436,1,1619,1,4100,2,138,946,14,36
17583,17583,10.0,13.0,0.0,33.0,48.0,37.0,20.0,30.47,30.49,30.49,-0.642788,0.766044,1,0,0,1,10,1655,0,2125,0,329,2,185,1598,16,55
17584,17584,10.0,6.0,0.0,59.0,72.0,63.0,57.0,30.09,30.11,30.11,1.22e-16,-1.0,1,0,0,9,20,1043,0,1150,0,2602,2,53,301,10,43
17585,17585,10.0,7.0,0.0,43.0,66.0,54.0,43.0,29.62,29.65,29.64,-0.173648,-0.984808,0,1,0,11,2,1451,0,1652,0,4120,2,82,425,14,51
17586,17586,10.0,5.0,0.0,33.0,63.0,49.0,33.0,30.39,30.41,30.41,0.766044,0.642788,0,1,0,9,17,1340,0,1702,0,476,2,166,1096,13,40
17587,17587,9.0,16.0,0.0,70.0,87.0,79.0,76.0,29.79,29.81,29.81,-0.173648,-0.984808,0,1,0,7,19,1731,1,1923,1,4411,2,129,946,17,31
17588,17588,10.0,14.0,0.0,77.0,79.0,74.0,71.0,30.04,30.06,30.06,0.173648,-0.984808,0,1,0,8,8,1440,1,1634,0,1819,2,148,1020,14,40
17589,17589,10.0,13.0,0.0,55.0,87.0,75.0,69.0,29.84,29.86,29.86,-0.34202,-0.939693,0,1,0,6,25,1539,0,1843,1,1542,2,81,419,15,39
17590,17590,10.0,13.0,0.01,90.0,71.0,69.0,68.0,30.05,30.08,30.07,0.866025,0.5,1,0,0,7,12,2044,1,2233,1,418,2,33,187,20,44
17591,17591,10.0,8.0,0.0,88.0,77.0,74.0,73.0,29.84,29.86,29.86,-0.984808,0.173648,1,0,0,8,9,2358,1,113,1,486,2,52,264,23,58
17592,17592,10.0,9.0,0.0,54.0,74.0,63.0,56.0,30.07,30.09,30.09,-0.5,-0.866025,1,0,0,9,20,1143,0,1424,0,1623,2,135,1085,11,43
17593,17593,10.0,13.0,0.0,90.0,55.0,53.0,52.0,29.99,30.01,30.01,1.22e-16,-1.0,0,1,0,12,5,1607,1,1725,1,5797,2,56,277,16,7
17594,17594,10.0,6.0,0.0,86.0,41.0,39.0,37.0,30.25,30.27,30.27,0.766044,-0.642788,0,1,0,3,11,556,0,657,0,2161,2,45,214,5,56
17595,17595,10.0,0.0,0.0,89.0,44.0,43.0,41.0,30.43,30.45,30.45,0.0,1.0,0,1,0,11,6,615,0,909,0,16,2,207,1411,6,15
17596,17596,10.0,13.0,0.0,39.0,58.0,47.0,33.0,30.3,30.32,30.32,0.173648,-0.984808,0,1,0,4,27,1748,0,2108,0,1611,2,144,1096,17,48
17597,17597,10.0,11.0,0.0,53.0,67.0,57.0,49.0,30.36,30.38,30.38,0.642788,0.766044,1,0,0,10,13,1230,1,1527,1,423,2,334,2475,12,30
17598,17598,8.0,8.0,0.0,82.0,29.0,27.0,24.0,29.95,29.97,29.97,0.5,0.866025,0,1,0,2,5,959,0,1204,0,1277,2,91,544,9,59
17599,17599,9.0,8.0,0.0,82.0,80.0,76.0,74.0,30.23,30.25,30.25,0.766044,-0.642788,1,0,0,7,13,1635,0,1751,0,918,2,36,187,16,35
17600,17600,10.0,14.0,0.0,32.0,48.0,37.0,19.0,29.98,30.0,30.0,-0.866025,0.5,1,0,0,11,23,1242,0,1446,0,1131,2,110,502,12,42
17601,17601,10.0,16.0,0.0,58.0,61.0,53.0,46.0,29.9,29.92,29.92,0.866025,-0.5,0,1,0,4,10,1441,0,1738,0,1164,2,153,1065,14,41
17602,17602,10.0,20.0,0.0,28.0,42.0,32.0,11.0,29.99,30.01,30.01,-0.939693,0.34202,1,0,0,4,2,1252,0,1430,0,4404,2,79,427,12,52
17603,17603,10.0,18.0,0.0,42.0,65.0,53.0,41.0,29.78,29.8,29.8,-0.5,0.866025,1,0,0,9,22,1733,0,1930,0,4382,2,85,488,17,33
17604,17604,10.0,17.0,0.0,42.0,76.0,62.0,51.0,29.78,29.8,29.8,-0.5,0.866025,1,0,0,6,12,1511,1,1612,0,541,2,41,200,15,11
17605,17605,10.0,11.0,0.0,85.0,77.0,74.0,72.0,30.24,30.26,30.26,-0.173648,-0.984808,0,1,0,7,14,2057,0,2257,0,1247,2,101,762,20,57
17606,17606,10.0,9.0,0.0,58.0,48.0,42.0,34.0,29.95,29.98,29.97,0.173648,-0.984808,0,1,0,2,15,1412,0,1632,0,935,2,119,746,14,12
17607,17607,10.0,10.0,0.0,50.0,47.0,40.0,29.0,29.73,29.75,29.75,-0.939693,-0.34202,1,0,0,3,26,1022,0,1409,1,179,2,380,2586,10,22
17608,17608,10.0,8.0,0.0,87.0,64.0,62.0,60.0,30.25,30.27,30.27,-0.34202,-0.939693,0,1,0,6,22,633,0,926,0,732,2,307,2454,6,33
17609,17609,10.0,7.0,0.0,40.0,64.0,52.0,39.0,30.32,30.34,30.34,-0.766044,0.642788,1,0,0,9,18,910,1,1152,0,1711,2,186,1400,9,10
17610,17610,10.0,8.0,0.0,55.0,53.0,46.0,37.0,30.6,30.62,30.62,0.34202,-0.939693,0,1,0,11,5,1356,1,1531,1,3,2,138,725,13,56
17611,17611,2.0,13.0,0.0,96.0,39.0,39.0,38.0,29.98,30.01,30.0,0.34202,0.939693,0,1,0,12,9,1215,1,1454,1,3616,2,172,1020,12,15
17612,17612,10.0,8.0,0.0,37.0,54.0,43.0,28.0,30.31,30.34,30.33,0.984808,-0.173648,1,0,0,4,30,1923,0,2048,0,4569,2,64,431,19,23
17613,17613,10.0,6.0,0.0,83.0,57.0,54.0,52.0,30.18,30.2,30.2,0.173648,0.984808,1,0,0,9,27,756,0,1057,0,1511,2,145,1068,7,56
17614,17614,10.0,15.0,0.0,25.0,41.0,31.0,8.0,30.26,30.28,30.28,-0.34202,0.939693,1,0,0,4,6,959,0,1114,0,4143,2,116,748,9,59
17615,17615,9.0,0.0,0.0,82.0,75.0,71.0,69.0,29.87,29.89,29.89,0.0,1.0,1,0,0,8,28,709,0,920,1,4155,2,98,605,7,9
17616,17616,9.0,5.0,0.0,90.0,71.0,69.0,68.0,29.87,29.89,29.89,1.0,6.12e-17,0,1,0,8,28,629,0,804,0,745,2,74,529,6,29
17617,17617,6.0,8.0,0.0,94.0,72.0,71.0,70.0,30.11,30.13,30.13,-0.5,-0.866025,0,1,0,9,11,605,0,710,0,249,2,103,711,6,5
17618,17618,10.0,10.0,0.0,59.0,35.0,30.0,22.0,29.76,29.78,29.78,-0.866025,0.5,0,1,0,3,2,754,0,951,0,4532,2,100,628,7,54
17619,17619,10.0,16.0,0.0,53.0,81.0,69.0,62.0,29.87,29.89,29.89,1.22e-16,-1.0,0,1,0,8,2,1503,1,1650,1,4572,2,87,594,15,3
17620,17620,10.0,24.0,0.0,24.0,68.0,50.0,30.0,29.99,30.01,30.01,-0.866025,0.5,1,0,0,5,26,1431,1,1817,0,1635,2,194,1598,14,31
17621,17621,10.0,9.0,0.0,62.0,75.0,66.0,61.0,29.95,29.97,29.97,-0.984808,-0.173648,1,0,0,6,8,1857,1,2123,1,645,2,115,762,18,57
17622,17622,10.0,24.0,0.0,57.0,68.0,59.0,52.0,29.73,29.75,29.75,-0.766044,0.642788,1,0,0,6,12,553,0,744,0,731,2,81,502,5,53
17623,17623,10.0,16.0,0.0,48.0,26.0,21.0,9.0,30.17,30.19,30.19,-1.0,-1.84e-16,0,1,0,12,13,622,0,748,0,1360,2,122,725,6,22
17624,17624,9.0,6.0,0.0,74.0,82.0,76.0,73.0,29.77,29.8,29.79,0.984808,0.173648,0,1,0,9,2,1107,0,1350,0,1875,2,142,1010,11,7
17625,17625,10.0,11.0,0.0,72.0,79.0,72.0,69.0,30.14,30.16,30.16,1.22e-16,-1.0,0,1,0,6,23,1329,1,1434,1,316,2,43,209,13,29
17626,17626,10.0,8.0,0.0,31.0,54.0,42.0,24.0,30.11,30.13,30.13,-2.45e-16,1.0,1,0,0,4,14,1853,0,2034,0,975,2,58,335,18,53
17627,17627,6.0,11.0,0.0,79.0,78.0,73.0,71.0,29.76,29.78,29.78,-0.34202,0.939693,1,0,0,9,3,959,0,1136,0,5959,2,64,419,9,59
17628,17628,10.0,18.0,0.0,59.0,50.0,44.0,36.0,29.99,30.01,30.01,0.5,-0.866025,0,1,0,3,31,1351,0,1545,0,4370,2,99,628,13,51
17629,17629,10.0,16.0,0.0,28.0,58.0,44.0,25.0,30.03,30.05,30.05,-1.0,-1.84e-16,1,0,0,4,20,1727,1,1945,1,1085,2,92,541,17,27
17630,17630,10.0,8.0,0.0,83.0,51.0,49.0,46.0,30.3,30.32,30.32,1.22e-16,-1.0,1,0,0,11,16,1824,0,2050,0,183,2,127,944,18,24
17631,17631,10.0,16.0,0.0,33.0,69.0,54.0,39.0,30.14,30.16,30.16,0.642788,-0.766044,0,1,0,6,5,1558,0,1843,0,1151,2,324,2402,15,58
17632,17632,10.0,10.0,0.0,70.0,41.0,37.0,32.0,30.34,30.36,30.36,0.34202,-0.939693,0,1,0,3,10,1557,0,1823,0,1262,2,124,937,15,57
17633,17633,10.0,16.0,0.0,34.0,44.0,34.0,17.0,29.85,29.87,29.87,-0.984808,0.173648,0,1,0,3,20,1230,0,1440,0,3209,2,229,1620,12,30
17634,17634,10.0,14.0,0.0,43.0,63.0,52.0,40.0,29.92,29.94,29.94,-1.0,-1.84e-16,1,0,0,10,18,1908,1,2141,1,645,2,121,762,19,8
17635,17635,10.0,14.0,0.0,38.0,55.0,44.0,30.0,30.05,30.07,30.07,-0.939693,0.34202,1,0,0,4,14,1102,1,1346,1,545,2,143,1023,11,2
17636,17636,10.0,11.0,0.0,60.0,41.0,36.0,28.0,29.98,30.0,30.0,-0.642788,-0.766044,0,1,0,1,6,1743,1,1923,1,1351,2,121,740,17,43
17637,17637,10.0,3.0,0.0,39.0,38.0,30.0,15.0,30.37,30.39,30.39,-0.939693,0.34202,1,0,0,4,4,828,0,1122,0,1223,2,320,2454,8,28
17638,17638,10.0,10.0,0.0,61.0,84.0,74.0,69.0,30.02,30.04,30.04,-0.766044,-0.642788,1,0,0,7,8,1003,1,1140,1,3272,2,65,419,10,3
17639,17639,10.0,15.0,0.0,59.0,55.0,48.0,41.0,30.33,30.35,30.35,0.866025,-0.5,1,0,0,4,18,856,1,1115,1,477,2,48,200,8,56
17640,17640,10.0,23.0,0.0,40.0,40.0,32.0,17.0,29.78,29.8,29.8,-0.642788,0.766044,1,0,0,3,4,1733,0,2025,0,1629,2,313,2248,17,33
17641,17641,10.0,10.0,0.0,56.0,59.0,51.0,43.0,30.38,30.4,30.4,0.34202,-0.939693,0,1,0,11,6,1004,0,1157,0,893,2,81,541,10,4
17642,17642,10.0,5.0,0.0,64.0,52.0,46.0,40.0,30.05,30.07,30.07,-0.939693,-0.34202,1,0,0,4,24,832,0,1141,0,857,2,348,2446,8,32
17643,17643,0.25,7.0,0.0,97.0,58.0,57.0,57.0,30.03,30.05,30.05,0.642788,-0.766044,0,1,0,11,17,1600,0,1926,0,409,2,360,2586,16,0
17644,17644,10.0,14.0,0.0,62.0,39.0,34.0,27.0,29.98,30.0,30.0,-0.939693,0.34202,1,0,0,1,17,751,0,1020,0,4393,2,185,1134,7,51
17645,17645,10.0,7.0,0.0,90.0,62.0,60.0,59.0,29.89,29.91,29.91,-0.642788,-0.766044,0,1,0,10,17,626,0,814,0,4535,2,150,1008,6,26
17646,17646,10.0,16.0,0.0,52.0,74.0,63.0,55.0,30.11,30.13,30.13,1.22e-16,-1.0,0,1,0,6,9,1710,0,2028,1,580,2,200,1411,17,10
17647,17647,1.5,33.0,0.04,96.0,60.0,59.0,59.0,29.39,29.41,29.41,0.173648,-0.984808,0,1,0,11,27,655,0,953,1,1547,2,129,762,6,55
17648,17648,10.0,18.0,0.0,71.0,67.0,61.0,57.0,30.0,30.02,30.02,0.766044,0.642788,0,1,0,10,11,1413,1,1641,0,1783,2,128,944,14,13
17649,17649,10.0,7.0,0.0,29.0,35.0,27.0,6.0,30.45,30.47,30.47,-0.766044,0.642788,0,1,0,1,27,1609,1,1855,0,3325,2,206,1391,16,9
17650,17650,10.0,13.0,0.0,64.0,35.0,31.0,24.0,30.22,30.25,30.24,-0.984808,0.173648,1,0,0,12,26,1851,1,2105,1,4091,2,110,645,18,51
17651,17651,10.0,6.0,0.0,66.0,69.0,62.0,57.0,29.86,29.88,29.88,-2.45e-16,1.0,0,1,0,8,4,658,1,907,1,343,2,228,1620,6,58
17652,17652,10.0,9.0,0.0,77.0,56.0,52.0,49.0,30.04,30.06,30.06,-0.939693,-0.34202,0,1,0,11,22,1429,0,1648,0,477,2,122,828,14,29
17653,17653,10.0,11.0,0.0,56.0,66.0,57.0,50.0,30.11,30.13,30.13,-2.45e-16,1.0,1,0,0,9,16,1908,1,2038,1,3513,2,106,738,19,8
17654,17654,10.0,7.0,0.0,29.0,35.0,27.0,6.0,30.45,30.47,30.47,-0.766044,0.642788,0,1,0,1,27,1632,0,2004,1,656,2,304,2133,16,32
17655,17655,10.0,3.0,0.0,65.0,84.0,75.0,71.0,30.12,30.14,30.14,0.173648,-0.984808,0,1,0,7,15,2058,1,2250,0,1505,2,212,1826,20,58
17656,17656,10.0,11.0,0.0,52.0,66.0,56.0,48.0,30.21,30.23,30.23,1.22e-16,-1.0,0,1,0,9,18,1653,0,1759,0,2156,2,43,184,16,53
17657,17657,10.0,9.0,0.0,57.0,89.0,77.0,72.0,30.11,30.13,30.13,1.22e-16,-1.0,0,1,0,7,15,1740,1,1915,0,19,2,117,872,17,40
17658,17658,10.0,7.0,0.0,73.0,62.0,57.0,53.0,30.09,30.12,30.11,0.766044,-0.642788,0,1,0,9,29,1816,0,2017,0,4245,2,88,636,18,16
17659,17659,10.0,7.0,0.0,87.0,56.0,54.0,52.0,30.28,30.3,30.3,-2.45e-16,1.0,1,0,0,9,28,651,0,838,0,4111,2,84,628,6,51
17660,17660,10.0,30.0,0.0,18.0,31.0,22.0,-8.0,30.16,30.18,30.18,-0.34202,0.939693,1,0,0,11,24,1458,0,1727,0,3202,2,114,665,14,58
17661,17661,10.0,11.0,0.0,81.0,69.0,65.0,63.0,29.87,29.89,29.89,-0.173648,-0.984808,0,1,0,6,2,810,0,942,0,876,2,74,529,8,10
17662,17662,10.0,0.0,0.0,78.0,60.0,56.0,53.0,30.1,30.12,30.12,0.0,1.0,1,0,0,9,29,2029,0,2132,0,3395,2,40,213,20,29
17663,17663,10.0,17.0,0.0,28.0,51.0,39.0,19.0,29.9,29.92,29.92,-0.984808,0.173648,1,0,0,10,24,1719,1,1849,0,345,2,112,733,17,19
17664,17664,10.0,16.0,0.0,45.0,30.0,24.0,11.0,30.44,30.46,30.46,-0.642788,-0.766044,0,1,0,1,18,2359,0,439,1,727,2,198,1576,23,59
17665,17665,10.0,18.0,0.0,73.0,41.0,38.0,33.0,30.14,30.16,30.16,-0.173648,-0.984808,0,1,0,4,4,2007,1,2148,1,4126,2,68,419,20,7
17666,17666,4.0,15.0,0.01,93.0,48.0,47.0,46.0,29.49,29.51,29.51,0.939693,0.34202,0,1,0,2,27,1207,1,1338,1,3289,2,48,187,12,7
17667,17667,10.0,14.0,0.0,69.0,74.0,67.0,63.0,30.0,30.02,30.02,-0.173648,-0.984808,0,1,0,7,26,1851,0,2125,1,778,2,107,762,18,51
